bcsid,degsub,comb_code,HECoS_Label,dist,man_code
B20415M,electronic and electrical,H6,electrical and electronic engineering,0.161441441,H6
B20424N,biology science,C1,blood sciences,0.142063492,NA
B20431M,law,M0,law,0,NA
B20434Q,ordinary arts degree,K1,interior design and architecture,0.274890351,Y1
B20458Y,sports science,D7,soil science,0.184126984,C6
B20479D,social science,F7,social sciences,0.022222222,NA
B20509S,estate management,W4,creative management,0.131613347,NA
B20510K,computer science,I1,computer science,0,NA
B20512M,silversmith and metal wor,W7,silversmithing and goldsmithing,0.24327957,NA
B20517S,humanities,V1,humanities,0,NA
B20519U,biology,C1,biology,0,NA
B20525S,bachelor of medicine,B3,herbal medicine,0.205555556,NA
B20537W,bchd,L5,child care,0.316666667,NA
B20538X,land economy,B8,dental technology,0.251485443,NA
B20547Y,english lit,Q3,English law,0.121212121,NA
B20549A,film studies,P3,film studies,0,NA
B20574B,NA992,N3,finance,0.438095238,NA
B20577E,business studies,N1,business studies,0,NA
B20582B,land economy,B8,dental technology,0.251485443,NA
B20586F,b a natural sciences,B0,natural sciences,0.139583333,B0
B20607T,natural sciences,C1,natural sciences,0,NA
B20610N,dentistry,A0,dentistry,0,A4
B20625V,geography,L7,geography,0,NA
B20635X,chemistry,F1,chemistry,0,NA
B20642W,medicine,A0,medicine,0,A1
B20649D,engineering,H0,engineering design,0.12962963,NA
B20650W,medicine,A0,medicine,0,A1
B20658E,combined health studies,Y0,combined studies,0.153532609,B0
B20662A,astrophysics,F5,astrophysics,0,NA
B20667F,lawenglish llb,Q3,law,0.261904762,NA
B20678J,accounting and management,N4,accounting,0.2,NA
B20682E,molecular biology,C1,molecular biology,0,NA
B20695K,librsry  information std,I2,business information systems,0.294973545,P1
B20721U,art and design and qts,L2,war and peace studies,0.279076479,NA
B20724X,politics and history,V1,politics,0.2,NA
B20729C,electronics engineering,H6,electronic engineering,0.014492754,NA
B20740X,ecconomics,L1,economics,0.033333333,L1
B20747E,law,M0,law,0,NA
B20749G,engineering,H0,engineering design,0.12962963,NA
B20765G,economics,L1,economics,0,NA
B20785L,morsemathematics operational s,F7,atmosphere-ocean interactions,0.256082375,NA
B20803V,philosophy  literature,V5,philosophy,0.181818182,NA
B20805X,politics and sociology,L3,political sociology,0.152223994,NA
B20813X,teachingsports science,F4,forensic science,0.204671717,NA
B20825B,psychology,C8,psychology,0,NA
B20841B,urban studies,K4,urban studies,0,NA
B20848J,bachelor of education,D4,crop production,0.237301587,NA
B20856J,english studies,Q3,English studies,0,NA
B20868N,environmental health,B9,environmental chemistry,0.136956522,NA
B20877P,general engineering,H1,energy engineering,0.102625846,NA
B20892N,computer science,I1,computer science,0,NA
B20910X,information systems,I2,information systems,0,NA
B20921A,psychology and it,C8,psychology,0.137254902,NA
B20923C,busines management,N9,business and management,0.146537842,NA
B20930B,mathematicval astatistics,G3,mathematics,0.186666667,NA
B20943G,theatre with film and tv,W4,theatre studies,0.31489899,W4
B20946K,geography,L7,geography,0,NA
B20948M,environmental management,D4,environmental management,0,NA
B20951G,chemistry,F1,chemistry,0,NA
B20953J,biochemistry,F6,biochemistry,0,NA
B20963L,international relations,L2,international relations,0,NA
B20973N,beed,I3,object-oriented programming,0.283950617,X1
B20988V,medicine,A0,medicine,0,A1
B20992R,prot design,W2,product design,0.116883117,NA
B21014C,computer science,I1,computer science,0,NA
B21017F,humanities,V1,humanities,0,NA
B21023D,engineeringautomotive de,H3,automotive engineering,0.194444444,NA
B21025F,physical electronics with,F0,physical sciences,0.202107843,H6
B21029K,art,N5,marketing,0.222222222,W1
B21038L,politics,L2,politics,0,NA
B21041F,history and art,V1,history of art,0.142063492,NA
B21045K,history,V1,history,0,NA
B21057P,mathematics,G1,mathematics,0,NA
B21086U,fashion design and manafa,W2,fashion design,0.146666667,W2
B21094U,economics,L1,economics,0,NA
B21096W,societyeconomy and socia,L3,socio-economics,0.268253968,NA
B21098Y,business and economics wi,N1,business economics,0.13037037,NA
B21100Z,business administration,N1,business information systems,0.222049689,NA
B21102B,social policy,L4,social policy,0,NA
B21129N,modern languages with int,R0,modern languages,0.12,R0
B21140H,economics,L1,economics,0,NA
B21168V,economics  sociology,L1,economic policy,0.146031746,NA
B21174T,psycology,C8,psychology,0.033333333,C8
B21177W,design  media management,N6,human resource management,0.222962963,NA
B21191U,natural sciences,C1,natural sciences,0,NA
B21195Y,chemistry,F1,chemistry,0,NA
B21198B,civil engineering,H2,civil engineering,0,NA
B21212G,eng lang and lit,Q3,English as a second language,0.303571429,NA
B21226N,medicine,A0,medicine,0,A1
B21228Q,poloitics,L2,politics,0.037037037,NA
B21229R,sociology,L3,sociology,0,NA
B21236Q,pharmacy,B2,pharmacy,0,NA
B21248U,geophysics and planetary,F3,geophysics,0.194444444,F3
B21272U,electrical engineering,H6,electrical engineering,0,NA
B21290W,german,R2,German studies,0.19047619,R2
B21309Q,engineering,H0,engineering design,0.12962963,NA
B21310H,nursing,B7,nursing,0,NA
B21322M,history,V1,history,0,NA
B21329U,enviromental sciences,F7,environmental sciences,0.11038961,NA
B21330M,fine art,W1,fine art,0,NA
B21331N,physics,F3,physics,0,NA
B21336T,phylosophy,V5,philosophy,0.066666667,NA
B21351S,rural estate management,D4,rural estate management,0,NA
B21357Y,medicine,A0,medicine,0,A1
B21362V,economics,L1,economics,0,NA
B21371W,musiceducation,W3,music education and teaching,0.166666667,NA
B21374Z,history,V1,history,0,NA
B21381Y,music,W3,music,0,NA
B21385C,english,Q3,English law,0.121212121,NA
B21391A,managment sciencemarketi,N8,event management,0.245833333,NA
B21407R,german and russian,R2,German studies,0.214285714,NA
B21409T,health studies,B9,health studies,0,B9
B21429X,pharmacology,B2,pharmacology,0,NA
B21454Y,social policy,L4,social policy,0,NA
B21462Y,management science,N2,management studies,0.148148148,NA
B21473B,economics,L1,economics,0,NA
B21479H,consumer sciences,I0,computer science,0.160014006,N1
B21481B,landscape architecture,K3,landscape architecture and design,0.111111111,NA
B21482C,international business an,N1,international business,0.04,NA
B21499M,manufacturing systems eng,H7,manufacturing engineering,0.214444444,NA
B21507U,economics,L1,economics,0,NA
B21530T,history,V1,history,0,NA
B21541W,psychology,C8,psychology,0,NA
B21549E,psychology,C8,psychology,0,NA
B21571C,electrical and electronic,H6,electrical and electronic engineering,0.108108108,H6
B21585J,mathematics  computer science,I1,mathematics,0.206896552,NA
B21588M,app chem,F1,applied chemistry,0.259803922,NA
B21589N,b eng in engineering,C4,genetic engineering,0.181798246,NA
B21598P,urban land economics,K4,urban studies,0.276923077,NA
B21606W,product designmarketing,W2,product design,0.130434783,NA
B21614W,mathematics and theoretic,G1,mathematics,0.186666667,G1
B21620U,physics,F3,physics,0,NA
B21623X,accoiunting,N4,accounting,0.096969697,NA
B21640Y,ecology,C1,ecology,0,NA
B21644C,b s c nursing,B7,school nursing,0.222161172,NA
B21645D,chemistry,F1,chemistry,0,NA
B21647F,electrical and electronic,H6,electrical and electronic engineering,0.108108108,H6
B21656G,english and education,Q3,English language,0.227945665,NA
B21657H,accountancy,N4,accountancy,0,NA
B21665H,chemistry,F1,chemistry,0,NA
B21670E,law,M0,law,0,NA
B21677M,bsc in speech pathology a,H4,space technology,0.220833333,NA
B21681H,optomitary,B5,optometry,0.103703704,NA
B21682J,banking insurance and fi,N3,banking,0.236111111,NA
B21689R,business administration,N1,business information systems,0.222049689,NA
B21710V,psychology,C8,psychology,0,NA
B21718D,geology,F6,geology,0,F6
B21735E,art  drama with qts,V6,the Qur'an and Islamic texts,0.303295002,NA
B21741C,pharmacology,B2,pharmacology,0,NA
B21742D,psycology,C8,psychology,0.033333333,C8
B21764K,accounting and finance,N4,accounting,0.181818182,NA
B21765L,history,V1,history,0,NA
B21783N,business information syst,N1,business information systems,0.035714286,NA
B21785Q,business studies with mar,N1,business studies,0.12,NA
B21787S,computer science,I1,computer science,0,NA
B21795S,business studies,N1,business studies,0,NA
B21799W,welsh,Q5,Welsh studies,0.205128205,Q5
B21811Z,ba in business stud,N1,British Sign Language studies,0.264351012,NA
B21821B,architecture,K1,architecture,0,NA
B21848N,classics,J4,classical studies,0.176470588,NA
B21849P,mathematics,G1,mathematics,0,NA
B21854L,social policy and adminis,L4,social policy,0.16,NA
B21858Q,bachelor of medicine,B3,herbal medicine,0.205555556,NA
B21861K,medicine,A0,medicine,0,A1
B21862L,business studies,N1,business studies,0,NA
B21864N,fashion and textiles,W2,fashion design,0.191758242,W2
B21878U,economics,L1,economics,0,NA
B21890Q,law,M0,law,0,NA
B21893T,education and art,X0,education studies,0.223856209,X1
B21896W,business studies,N1,business studies,0,NA
B21906F,bio chemistry,C7,biochemistry,0.025641026,C7
B21919L,european economics,L2,European Union politics,0.204830918,NA
B21925J,public admin,L2,public administration,0.142857143,NA
B21927L,veterinary medicine,D1,veterinary medicine,0,D1
B21934K,archaeology,V4,archaeology,0,NA
B21939Q,english literature,Q3,English literature,0,NA
B21941J,timber technology,H3,turbine technology,0.15039488,NA
B21942K,applied biology,C1,applied biology,0,NA
B21972R,medicine,A0,medicine,0,D1
B21981S,english literature,Q3,English literature,0,NA
B21986X,social admin,L2,socialism,0.189814815,NA
B21988Z,humanities,V1,humanities,0,NA
B21994X,information technology,I1,information technology,0,I1
B22002C,music and education,X3,secondary education,0.184795322,NA
B22004E,business computing,N1,business computing,0,NA
B22012E,business studies,N1,business studies,0,NA
B22032J,economics and accounts,L1,economics,0.196969697,NA
B22042L,engineering manufacturing,H2,engineering surveying,0.209374416,NA
B22061P,business studies,N1,business studies,0,NA
B22079Z,business and finance,N1,business and management,0.176172208,NA
B22089B,mathematics,G1,mathematics,0,NA
B22102F,history,V1,history,0,NA
B22114K,mechanical engineering,H3,mechanical engineering,0,NA
B22133N,mathematics and management sc,G1,mathematics,0.206896552,G1
B22137S,natural science,B0,natural sciences,0.020833333,B1
B22163U,english,Q3,English law,0.121212121,NA
B22180V,sports studies,C6,sports studies,0,NA
B22189E,furniture and product des,W2,furniture design and making,0.278518519,W2
B22193A,computer science,I1,computer science,0,NA
B22201H,business inf and manageme,N1,business and management,0.152977602,NA
B22210J,biological sciences,C0,biological sciences,0,NA
B22216Q,politics and history,V1,politics,0.2,NA
B22221M,architecture,K1,architecture,0,NA
B22243T,english,Q3,English law,0.121212121,NA
B22258A,law,M0,law,0,NA
B22260U,sociology,L3,sociology,0,NA
B22267B,law,M0,law,0,NA
B22269D,fine art and design,W1,fine art,0.192982456,NA
B22279F,english,Q3,English law,0.121212121,NA
B22285D,geography,L7,geography,0,NA
B22293D,business studies,N1,business studies,0,NA
B22298J,hotel management,C3,pest management,0.13258547,NA
B22299K,social science,F7,social sciences,0.022222222,NA
B22315S,music,W3,music,0,NA
B22317U,urban studies,K4,urban studies,0,NA
B22341U,pharmacy,B2,pharmacy,0,NA
B22348B,environmental science,F7,environmental sciences,0.015151515,NA
B22349C,business studies,N1,business studies,0,NA
B22374D,occupational therapy,B9,occupational therapy,0,NA
B22382D,business studies,N1,business studies,0,NA
B22400N,law,M0,law,0,NA
B22419Z,aeronautical engineering,H4,aeronautical engineering,0,NA
B22421T,philosophy,V5,philosophy,0,NA
B22428A,language and linguistics,T7,Latin American studies,0.282828283,Q1
B22434Y,physics,F3,physics,0,NA
B22441X,bsc,C5,blood sciences,0.261904762,Y1
B22455D,construction managerment,K2,construction management,0.013888889,NA
B22474G,english with history,V1,English history,0.127777778,NA
B22496N,product management,N2,project management,0.074074074,NA
B22505W,bio  ch,C7,biochemistry,0.28968254,C7
B22512V,business managemnet,N1,business and management,0.119374523,NA
B22526B,podiatry,B1,podiatry,0,NA
B22528D,physics with laser physic,F3,physics,0.24,NA
B22533A,law,M0,law,0,NA
B22535C,architecture,K1,architecture,0,NA
B22549J,business,N1,e-business,0.066666667,NA
B22555G,chemistry,F1,chemistry,0,NA
B22558K,comptor  studies,C6,sports studies,0.214285714,NA
B22560D,accounting and economics,N4,accounting,0.194444444,NA
B22566K,mathematics,G1,mathematics,0,NA
B22577N,quantity surveying,K2,quantity surveying,0,NA
B22579Q,criminal justice and poli,L4,criminal justice,0.12,NA
B22595Q,mathamatics,G1,mathematics,0.093939394,NA
B22599U,pharmacology,B2,pharmacology,0,NA
B22620Y,bsc in computer science,I1,computer science,0.257699275,NA
B22671K,business studies,N1,business studies,0,NA
B22673M,computing and business,N1,computing and information technology,0.251683502,NA
B22680L,business studies,N1,business studies,0,NA
B22696U,hotel and catering and,F1,oil and gas chemistry,0.267965368,N8
B22700X,modern history,V1,modern history,0,NA
B22714D,sociology,L3,sociology,0,NA
B22719J,theology,V6,theology,0,NA
B22731E,accounting and finance,N4,accounting,0.181818182,NA
B22734H,pharmacy,B2,pharmacy,0,NA
B22736K,social policy  administr,L4,social policy,0.152777778,NA
B22738M,astro physics,F5,astrophysics,0.025641026,NA
B22750H,psychology,C8,psychology,0,NA
B22764P,law,M0,law,0,NA
B22766R,theatre design,W4,textile design,0.142857143,NA
B22775S,agriculture,D4,agriculture,0,NA
B22777U,nutritian,B4,nutrition,0.074074074,NA
B22779W,marine biology,C1,marine biology,0,NA
B22830G,accountancy finance,N4,accountancy,0.140350877,NA
B22835M,health  social welfare,L5,health and welfare,0.180029461,NA
B22836N,combined studies,Y0,combined studies,0,NA
B22843M,biomedical science,F1,biomedical sciences,0.01754386,NA
B22846Q,engineering,H0,engineering design,0.12962963,NA
B22847R,law,M0,law,0,NA
B22853P,ba hons graphic design,W2,graphic design,0.287878788,NA
B22857T,german,R2,German studies,0.19047619,R2
B22874U,biological science,C0,biological sciences,0.01754386,NA
B22876W,socioligy,L3,sociology,0.074074074,NA
B22881T,economics and politics,L1,economic policy,0.143434343,NA
B22883V,genetics,C4,genetics,0,NA
B22893X,english,Q3,English law,0.121212121,NA
B22901E,chemical engineering,H8,chemical engineering,0,NA
B22908M,quantity surveying,K2,quantity surveying,0,NA
B22921J,education in art and,X0,education studies,0.233559578,X1
B22926P,environmental health,B9,environmental chemistry,0.136956522,NA
B22934P,international transport,L2,international relations,0.136956522,NA
B22940M,art education studies,L2,international studies,0.176003735,X1
B22949W,phsychology,C8,psychology,0.096969697,NA
B22964V,economic and sociology bs,L1,economic policy,0.192698413,NA
B22973W,management  politics,N2,management studies,0.197883598,NA
B22975Y,medicine,A0,medicine,0,A1
B22985A,manufacturing engineering,H7,manufacturing engineering,0,NA
B22996D,physics,F3,physics,0,NA
B22997E,business studies,N1,business studies,0,NA
B23003H,electrical enigineer,H6,electrical engineering,0.08030303,NA
B23006L,building surveying bsc ho,K2,building surveying,0.093333333,NA
B23011H,accounting,N4,accounting,0,NA
B23029T,public relationa and film,P2,public relations,0.154166667,NA
B23038U,interior design,W2,interior design and architecture,0.177083333,NA
B23039V,agriculture,D4,agriculture,0,NA
B23057X,accounting and finance,N4,accounting,0.181818182,NA
B23078C,bsc speech  therapy,C6,sports therapy,0.287537024,NA
B23104M,public policy,L4,public policy,0,NA
B23119U,chemistry,F1,chemistry,0,NA
B23123Q,electronic engineering,H6,electronic engineering,0,NA
B23137W,natural sciences,C1,natural sciences,0,NA
B23158B,biology and education,C1,secondary education,0.209857978,NA
B23168D,french,R1,French studies,0.19047619,R1
B23170X,info technology,J9,audio technology,0.106944444,NA
B23172Z,housing management and de,N9,business and management,0.235144928,NA
B23185E,diagnostic radiography,B8,diagnostic imaging,0.219095719,NA
B23189J,biology,C1,biology,0,NA
B23193E,french,R1,French studies,0.19047619,R1
B23198K,geography,L7,geography,0,NA
B23200L,mechanical engineering,H3,mechanical engineering,0,NA
B23203P,applied biology,C1,applied biology,0,NA
B23205R,psychology,C8,psychology,0,NA
B23211P,law  llb,M1,law,0.208333333,M1
B23242W,microbiology,C1,microbiology,0,NA
B23244Y,business studies,N1,business studies,0,NA
B23262A,cell biology,C1,cell biology,0,NA
B23263B,quantity surveying,K2,quantity surveying,0,NA
B23267F,french and spanish,R1,French studies,0.231361231,NA
B23282E,archeaology and anthropol,V4,archaeology,0.216969697,NA
B23293H,geography,L7,geography,0,NA
B23302R,biochemistry,F6,biochemistry,0,NA
B23303S,information systems engin,I2,information systems,0.08,I2
B23319A,history,V1,history,0,NA
B23322V,computer studies,I1,computer science,0.166666667,NA
B23367J,medicine,A0,medicine,0,A1
B23369L,industrial design,F1,industrial chemistry,0.182633053,NA
B23375J,applied social studies,L3,applied social science,0.121212121,L3
B23379N,quantity surveying,K2,quantity surveying,0,NA
B23380F,social psychology and soc,C8,social psychology,0.106666667,NA
B23382H,geography,L7,geography,0,NA
B23387N,marketting with french,R1,marketing,0.196969697,NA
B23391J,electronics engineering,H6,electronic engineering,0.014492754,NA
B23392K,medicine,A0,medicine,0,A1
B23396P,english studies,Q3,English studies,0,NA
B23409B,engineering,H0,engineering design,0.12962963,NA
B23417B,hotel and catering manage,B7,health and social care,0.265050505,NA
B23427D,south east asian studies,T4,South East Asian studies,0,NA
B23432A,englishdramamediaphyco,Q3,drama,0.257575758,NA
B23443D,biological with health sc,C0,biological sciences,0.225730994,B1
B23447H,b eng,D6,brewing,0.20952381,NA
B23457K,politics,L2,politics,0,NA
B23458L,geography and archeology,L7,geography,0.208333333,NA
B23461F,fashion textiles,W2,fashion,0.1875,NA
B23467M,history and econoomics,V1,history of science,0.190446128,NA
B23470G,sociology,L3,sociology,0,NA
B23479R,drama and film,W4,drama,0.214285714,NA
B23487R,physiological sciences,F0,physical sciences,0.144385027,B1
B23492N,pharmacy,B2,pharmacy,0,NA
B23496S,quantity surveying,K2,quantity surveying,0,NA
B23503Y,french and spanish,R1,French studies,0.231361231,NA
B23509E,mathematics  computing,I1,mathematics,0.166666667,NA
B23512Z,graphic design,W2,graphic design,0,NA
B23526F,business studies,N1,business studies,0,NA
B23530B,chemistry,F1,chemistry,0,NA
B23549N,law,M0,law,0,NA
B23568R,systems analysis and desi,I2,systems analysis and design,0.024691358,NA
B23579U,physics,F3,physics,0,NA
B23613D,engineering design,H1,engineering design,0,NA
B23632G,geographymanagement,L7,geography,0.175438596,NA
B23645M,theology,V6,theology,0,NA
B23684U,medicine,A0,medicine,0,A1
B23686W,applied biology,C1,applied biology,0,NA
B23691T,b eng in materials and,B8,biomaterials,0.27020202,H8
B23695X,accounts,N4,accounting,0.141666667,NA
B23699B,ba archiology,C5,bacteriology,0.165811966,NA
B23703E,zoology,C3,zoology,0,C3
B23706H,history and politics,V1,history of art,0.208730159,NA
B23709L,architecture,K1,architecture,0,NA
B23728P,health,N6,health risk,0.151515152,NA
B23732K,aeronautical engineering,H4,aeronautical engineering,0,NA
B23738R,acrchitecural studies,F6,quaternary studies,0.206349206,NA
B23753Q,sociology and internation,L3,sociology,0.213333333,L3
B23765U,mathematics,G1,mathematics,0,NA
B23785Y,computer science,I1,computer science,0,NA
B23800E,bmed science,D6,meat science,0.111111111,NA
B23802G,fashion design ba hons,W2,fashion design,0.121212121,W2
B23813K,construction management,K2,construction management,0,NA
B23815M,geographical information,F8,geographical information systems,0.083333333,NA
B23840N,geography bsc,L7,geography,0.102564103,NA
B23843R,phycology,B1,psychology,0.088888889,C3
B23846U,applied geology,F6,applied geology,0,F6
B23895D,socialogy history,V1,social history,0.154061625,NA
B23903L,mechanical engineer,H3,mechanical engineering,0.045454545,NA
B23906P,applied physics,F3,applied physics,0,NA
B23908R,quantity surveying,K2,quantity surveying,0,NA
B23909S,chemistry with polymer sc,F1,chemistry,0.213333333,F1
B23912M,law,M0,law,0,NA
B23919U,zoology,C3,zoology,0,C3
B23929W,politicssociology,L3,political sociology,0.134739422,NA
B23963Y,electrical and electronic,H6,electrical and electronic engineering,0.108108108,H6
B23968D,food marketing,D6,food marketing,0,NA
B23975C,french,R1,French studies,0.19047619,R1
B23986F,fine art,W1,fine art,0,NA
B23996H,chemical engineering,H8,chemical engineering,0,NA
B24009T,management sciences,N2,management studies,0.125730994,NA
B24035V,psychology,C8,psychology,0,NA
B24053X,chemistry,F1,chemistry,0,NA
B24055Z,sports studies,C6,sports studies,0,NA
B24077F,engand history,V1,German history,0.150793651,NA
B24078G,hotel managementand hhos,C3,pest management,0.222863248,NA
B24100M,history and american stud,V1,history of music,0.235952381,NA
B24103Q,law and international pol,L4,international social policy,0.27808642,NA
B24134X,mathematics  computer science,I1,mathematics,0.206896552,NA
B24142X,economics,L1,economics,0,NA
B24145A,mathematics,G1,mathematics,0,NA
B24161A,history,V1,history,0,NA
B24166F,natural sciences,C1,natural sciences,0,NA
B24176H,housing studies,Q3,Ruskin studies,0.114285714,NA
B24183G,computer science,I1,computer science,0,NA
B24190F,hotel management,C3,pest management,0.13258547,NA
B24201R,history,V1,history,0,NA
B24215X,constructiuon management,K2,construction management,0.013888889,NA
B24227B,leisure studies,T6,Turkish studies,0.188888889,N8
B24241Z,law,M0,law,0,NA
B24269M,biochemistry,F6,biochemistry,0,NA
B24275K,teacher training mathematics,G1,financial mathematics,0.270467836,X1
B24291K,economics,L1,economics,0,NA
B24296Q,geography,L7,geography,0,NA
B24304X,graphic design,W2,graphic design,0,NA
B24320X,business studies,N1,business studies,0,NA
B24333C,business administration,N1,business information systems,0.222049689,NA
B24343E,history of design,V1,history of design,0,NA
B24364K,mechanical engineering,H3,mechanical engineering,0,NA
B24367N,building surveying,K2,building surveying,0,NA
B24372K,computer studies,I1,computer science,0.166666667,NA
B24387S,leisure management,N8,tourism management,0.177777778,NA
B24394R,modern languages  inform,R0,modern languages,0.111111111,R0
B24403Z,micro biology,C1,microbiology,0.025641026,NA
B24413B,modern languages  politi,R0,modern languages,0.111111111,R0
B24432E,computing and finance,I1,computing and information technology,0.178571429,NA
B24434G,philosphy and theology,C2,plant physiology,0.215909091,NA
B24443H,geography,L7,geography,0,NA
B24445K,art and design,K3,garden design,0.198468198,NA
B24450G,business studies,N1,business studies,0,NA
B24459R,business studies,N1,business studies,0,NA
B24469T,chemical physics,F3,chemical physics,0,NA
B24477T,applied chemical sciences,L3,applied social science,0.163722944,F1
B24501A,performing arts,W3,performing arts,0,W3
B24503C,electronics,W3,electronic music,0.104166667,H6
B24521E,english and education,Q3,English language,0.227945665,NA
B24522F,engineering physics,F3,engineering physics,0,NA
B24558T,busines and finance,N9,business and management,0.195747521,NA
B24568V,polymor science and techn,J4,polymer science and technology,0.191111111,J4
B24576V,engineering,H0,engineering design,0.12962963,NA
B24585W,mathematics,G1,mathematics,0,NA
B24586X,business economics and ac,N1,business economics,0.093333333,NA
B24588Z,hotel and catering,F1,oil and gas chemistry,0.244708995,N8
B24589A,physiotherapy,B1,physiotherapy,0,NA
B24617M,governmet,L2,UK government/parliamentary studies,0.247619048,NA
B24623K,textile design,W2,textile design,0,NA
B24668Y,computer science,I1,computer science,0,NA
B24682W,geography,L7,geography,0,NA
B24688C,chem,F1,chemistry,0.185185185,F1
B24712K,computer and electronic e,I1,computer science,0.209722222,NA
B24717Q,education and social stud,X0,education studies,0.202107843,X1
B24732P,business and social studi,N1,business studies,0.220833333,NA
B24735S,quantity surveying,K2,quantity surveying,0,NA
B24744T,mathematics,G1,mathematics,0,NA
B24763W,law,M0,law,0,NA
B24765Y,physiology  pharmacology,B1,physiology,0.194444444,NA
B24773Y,bds  dentistry,A0,dentistry,0.211640212,A4
B24779E,internantional disaster e,L2,international studies,0.165873016,N2
B24788F,thre dimentional design,N5,promotion and advertising,0.278321892,NA
B24819V,biological sciences,C0,biological sciences,0,NA
B24835V,sports science,D7,soil science,0.184126984,C6
B24842U,english literature,Q3,English literature,0,NA
B24867D,music,W3,music,0,NA
B24868E,english literature,Q3,English literature,0,NA
B24882C,education,X0,education policy,0.145833333,NA
B24884E,business admin  language,N1,business and management,0.180047038,NA
B24906T,civil engineering,H2,civil engineering,0,NA
B24915U,fine art,W1,fine art,0,NA
B24932V,computing,I1,conducting,0.174074074,NA
B24960Z,business studies and tour,N1,business studies,0.12,NA
B24964D,business administration,N1,business information systems,0.222049689,NA
B24985J,fine art,W1,fine art,0,NA
B24992H,banking and finance,N3,banking,0.210526316,NA
B25007V,fashion design and textil,W2,fashion design,0.146666667,W2
B25015V,mechanical engineering,H3,mechanical engineering,0,NA
B25026Y,business computing,N1,business computing,0,NA
B25045B,printing and photography,F3,photonics and optical physics,0.280878201,NA
B25068J,electroacoustics,W3,electronic music,0.222222222,NA
B25081F,jewellery,A1,allergy,0.31005291,W7
B25095M,chemical bioprocess eng,F3,chemical physics,0.219720497,NA
B25098Q,info tech,I1,information technology,0.234006734,I1
B25100R,social anthropology,L6,social anthropology,0,NA
B25105W,law,M0,law,0,NA
B25107Y,nursing studies,Q3,Ruskin studies,0.11953602,NA
B25108Z,digital sytems engineerin,H6,digital circuit engineering,0.244753086,NA
B25157J,business administration w,N1,business information systems,0.223968254,NA
B25182K,accounting and statistics,N4,accounting,0.2,NA
B25185N,mathematics,G1,mathematics,0,NA
B25196R,general arts,Q9,liberal arts,0.166666667,Q9
B25221Z,sociology,L3,sociology,0,NA
B25223B,bachelor of ed in geograp,C8,psychology of memory and learning,0.253910534,NA
B25236G,building environmental,K2,building surveying,0.242905243,NA
B25243F,combine arts,W3,sonic arts,0.172222222,NA
B25258N,media studies,P3,radio studies,0.148018648,NA
B25270J,english language and lite,Q3,English language,0.12,NA
B25280L,computer studies,I1,computer science,0.166666667,NA
B25288U,classical civilisation,Q8,classical reception,0.198458267,NA
B25308F,mathematics and education,G1,mathematics,0.186666667,G1
B25328K,hospitaliy management,N8,hospitality management,0.015151515,NA
B25329L,ba business management,N1,business and management,0.194930673,NA
B25333G,engineering technology,F6,engineering geology,0.124446217,NA
B25348P,history,V1,history,0,NA
B25363N,law,M0,law,0,NA
B25365Q,business studies,N1,business studies,0,NA
B25367S,business and marketing,N1,business and management,0.138513279,NA
B25370M,chemistry,F1,chemistry,0,NA
B25374R,lingistics,Q1,linguistics,0.03030303,NA
B25382R,advance professional prac,W3,instrumental or vocal performance,0.301529582,NA
B25391S,religious educationsocio,V6,religious studies,0.172385621,NA
B25394V,education,X0,education policy,0.145833333,NA
B25395W,landscape architecture,K3,landscape architecture and design,0.111111111,NA
B25402C,manufacturing engineering,H7,manufacturing engineering,0,NA
B25410C,economics and geography,L7,economic geography,0.128019324,NA
B25429P,european engineering,H2,energy engineering,0.166203704,H2
B25434L,financial services,N3,financial risk,0.154863655,NA
B25463R,mathematics,G1,mathematics,0,NA
B25485X,english literature,Q3,English literature,0,NA
B25487Z,electricalelectrical eng,H6,electrical engineering,0.199494949,NA
B25488A,economics,L1,economics,0,NA
B25526P,b a in three dimen desig,W2,web and multimedia design,0.316111111,NA
B25528R,computing,I1,conducting,0.174074074,NA
B25540M,biology and statistics,C1,applied statistics,0.206060606,NA
B25543Q,teaching,W7,acting,0.166666667,NA
B25544R,teaching and re,W5,dance and culture,0.251990493,NA
B25545S,biomedical science,F1,biomedical sciences,0.01754386,NA
B25551Q,chemistry,F1,chemistry,0,NA
B25556V,mathematics,G1,mathematics,0,NA
B25568Z,bmedsci,A0,medicine,0.286904762,B1
B25574X,electronic systems design,W3,electronic music,0.212142857,NA
B25577A,classical music,Q0,classical studies,0.148516843,W3
B25579C,music,W3,music,0,NA
B25586B,englishclassic joint hon,Q3,English law,0.274747475,NA
B25595C,mbchb,C7,metabolic biochemistry,0.339393939,NA
B25625R,physics with eltrinics,F3,physics,0.227272727,NA
B25629V,engineering with business,N1,engineering design,0.188287037,NA
B25640Q,buisness studies and fina,N1,business studies,0.140833333,N1
B25654W,natural sciences,C1,natural sciences,0,NA
B25664Y,history,V1,history,0,NA
B25672Y,mechanical engineering,H3,mechanical engineering,0,NA
B25680Y,mathematics and computer,I1,mathematics,0.180555556,NA
B25691B,hospitallity maagement,N8,hospitality management,0.077922078,NA
B25715S,electrical and electronic,H6,electrical and electronic engineering,0.108108108,H6
B25728X,business studies,N1,business studies,0,NA
B25748B,business studies,N1,business studies,0,NA
B25753Y,political science,C0,biological sciences,0.142724458,L2
