Category,JACS3_code,JACS3_Label,Relation,HECoS_code,HECoS_Label
1,J942,Industrial machinery maintenance,Close match,100193,maintenance engineering
2,J950,Musical instrument technology,Related match,100221,music technology
2,J950,Musical instrument technology,Close match,100560,musical instrument manufacture
1,J960,Transport logistics,Close match,100093,logistics
1,J970,Emergency & disaster technologies,Close match,100186,emergency and disaster technologies
4,J990,Technologies not elsewhere classified,Related match,100222,audio technology
4,J990,Technologies not elsewhere classified,Related match,100134,biotechnology
4,J990,Technologies not elsewhere classified,Related match,100186,emergency and disaster technologies
4,J990,Technologies not elsewhere classified,Related match,100175,energy engineering
4,J990,Technologies not elsewhere classified,Related match,100136,environmental biotechnology
4,J990,Technologies not elsewhere classified,Related match,100633,furniture design and making
4,J990,Technologies not elsewhere classified,Related match,100137,industrial biotechnology
4,J990,Technologies not elsewhere classified,Related match,100194,marine technology
4,J990,Technologies not elsewhere classified,Related match,100203,materials engineering
4,J990,Technologies not elsewhere classified,Related match,100443,media production
4,J990,Technologies not elsewhere classified,Related match,100138,medical biotechnology
4,J990,Technologies not elsewhere classified,Related match,100221,music technology
4,J990,Technologies not elsewhere classified,Related match,101356,paper technology
4,J990,Technologies not elsewhere classified,Related match,100139,plant biotechnology
4,J990,Technologies not elsewhere classified,Related match,100145,polymer science and technology
4,J990,Technologies not elsewhere classified,Related match,100214,textiles technology
4,K000,"Architecture, building & planning",Related match,100122,architecture
4,K000,"Architecture, building & planning",Related match,100150,construction and the built environment
4,K000,"Architecture, building & planning",Related match,100196,housing
2,K100,Architecture,Related match,100120,architectural engineering
2,K100,Architecture,Close match,100122,architecture
1,K110,Architectural design theory,Close match,100583,architectural design
3,K120,Interior architecture,Related match,101316,interior design and architecture
1,K130,Architectural technology,Close match,100121,architectural technology
3,K190,Architecture not elsewhere classified,Related match,100122,architecture
2,K200,Building,Related match,100120,architectural engineering
2,K200,Building,Related match,100147,building services engineering
2,K200,Building,Close match,100149,construction
2,K200,Building,Related match,101308,facilities management
2,K210,Building technology,Related match,100147,building services engineering
2,K210,Building technology,Close match,100584,building technology
1,K220,Construction management,Close match,100151,construction management
2,K230,Building surveying,Related match,100120,architectural engineering
2,K230,Building surveying,Close match,100216,building surveying
1,K240,Quantity surveying,Close match,100217,quantity surveying
1,K250,Conservation of buildings,Close match,100585,conservation of buildings
1,K251,Property development,Close match,100586,property development
3,K290,Building not elsewhere classified,Related match,100149,construction
4,K300,Landscape & garden design,Related match,100590,garden design
4,K300,Landscape & garden design,Related match,100124,landscape architecture and design
3,K310,Landscape architecture,Related match,100124,landscape architecture and design
1,K320,Landscape studies,Close match,100588,landscape studies
3,K330,Landscape design,Related match,100124,landscape architecture and design
1,K340,Garden design,Close match,100590,garden design
3,K341,Garden horticulture,Related match,100529,horticulture
4,K390,Landscape & garden design not elsewhere classified,Related match,100590,garden design
4,K390,Landscape & garden design not elsewhere classified,Related match,100124,landscape architecture and design
1,K400,"Planning (urban, rural & regional)",Close match,100197,planning
3,K410,Regional planning,Related match,100199,urban and regional planning
1,K420,Urban & rural planning,Close match,100199,urban and regional planning
3,K421,Urban planning,Related match,100199,urban and regional planning
1,K422,Rural planning,Close match,100593,rural planning
3,K430,Planning studies,Related match,100197,planning
1,K440,Urban studies,Close match,100594,urban studies
1,K450,Housing,Close match,100196,housing
1,K460,Transport planning,Close match,100198,transport planning
3,K490,"Planning (urban, rural & regional) not elsewhere classified",Related match,100197,planning
4,K900,"Others in architecture, building & planning",Related match,100122,architecture
4,K900,"Others in architecture, building & planning",Related match,100150,construction and the built environment
4,K900,"Others in architecture, building & planning",Related match,101308,facilities management
4,K900,"Others in architecture, building & planning",Related match,100196,housing
4,K990,"Architecture, building & planning not elsewhere classified",Related match,100122,architecture
4,K990,"Architecture, building & planning not elsewhere classified",Related match,100150,construction and the built environment
4,K990,"Architecture, building & planning not elsewhere classified",Related match,100196,housing
3,L000,Social studies,Related match,100471,social sciences
2,L100,Economics,Related match,100449,business economics
2,L100,Economics,Close match,100450,economics
2,L110,Applied economics,Close match,100597,applied economics
2,L110,Applied economics,Related match,100449,business economics
2,L111,Financial economics,Related match,100449,business economics
2,L111,Financial economics,Close match,100451,financial economics
1,L112,Agricultural economics,Close match,100600,agricultural economics
1,L113,Economic policy,Close match,100601,economic policy
1,L120,Microeconomics,Close match,101401,microeconomics
1,L130,Macroeconomics,Close match,101402,macroeconomics
1,L140,Econometrics,Close match,100604,econometrics
3,L150,Political economics,Related match,100601,economic policy
1,L160,International economics,Close match,100452,international economics
1,L170,Economic systems,Close match,100606,economic systems
4,L171,Capitalism,Related match,100450,economics
4,L171,Capitalism,Related match,100491,politics
4,L172,Monetarism,Related match,100450,economics
4,L172,Monetarism,Related match,100491,politics
4,L173,Keynesianism,Related match,100450,economics
4,L173,Keynesianism,Related match,100491,politics
4,L174,Collectivism,Related match,100450,economics
4,L174,Collectivism,Related match,100491,politics
3,L190,Economics not elsewhere classified,Related match,100450,economics
2,L200,Politics,Related match,101233,cultural studies
2,L200,Politics,Related match,101288,international studies
2,L200,Politics,Close match,100491,politics
3,L210,Political theories,Related match,100491,politics
1,L211,Liberalism,Close match,101506,liberalism
1,L212,Conservatism,Close match,101507,conservatism
1,L213,Socialism,Close match,101508,socialism
1,L214,Nationalism,Close match,101357,nationalism
1,L215,Fascism,Close match,101509,fascism
1,L216,Feminism,Close match,101403,feminism
1,L217,Environmentalism,Close match,101510,environmentalism
1,L218,Anarchism,Close match,101404,anarchism
3,L220,Political systems,Related match,100491,politics
3,L221,Autocracy,Related match,100491,politics
1,L222,Democracy,Close match,100609,democracy
3,L223,Plutocracy,Related match,100491,politics
3,L224,Oligarchy,Related match,100491,politics
1,L230,UK government/parliamentary studies,Close match,100610,UK government/parliamentary studies
2,L231,Public administration,Close match,100090,public administration
2,L231,Public administration,Related match,100091,public services
3,L232,UK constitutional studies,Related match,100610,UK government/parliamentary studies
2,L240,International politics,Close match,100489,international politics
2,L240,International politics,Related match,101288,international studies
1,L241,European Union politics,Close match,100612,European Union politics
3,L242,Commonwealth politics,Related match,100489,international politics
3,L243,Politics of a specific country/region,Related match,100491,politics
3,L244,International constitutional studies,Related match,100489,international politics
2,L250,International relations,Close match,100490,international relations
2,L250,International relations,Related match,101288,international studies
1,L251,Strategic studies,Close match,100616,strategic studies
1,L252,War & peace studies,Close match,100617,war and peace studies
3,L253,International criminology,Related match,100484,criminology
1,L260,Comparative politics,Close match,100618,comparative politics
3,L290,Politics not elsewhere classified,Related match,100491,politics
2,L300,Sociology,Related match,101307,applied social science
2,L300,Sociology,Related match,100455,childhood and youth studies
2,L300,Sociology,Related match,100456,childhood studies
2,L300,Sociology,Related match,101233,cultural studies
2,L300,Sociology,Related match,100065,liberal arts
2,L300,Sociology,Close match,100505,sociology
2,L310,Applied sociology,Related match,101307,applied social science
2,L310,Applied sociology,Close match,100619,applied sociology
3,L311,Applied criminology,Related match,100484,criminology
1,L312,Victimology,Close match,101405,victimology
1,L320,Gender studies,Close match,100621,gender studies
1,L321,Women's studies,Close match,100622,women's studies
1,L322,Men's studies,Close match,100623,men's studies
1,L330,Ethnic studies,Close match,100624,ethnicity
1,L340,Disability in society,Close match,100625,disability studies
1,L350,Religion in society,Close match,100626,religion in society
1,L360,Socio-economics,Close match,100627,socio-economics
1,L370,Social theory,Close match,100628,social theory
3,L371,Social hierarchy,Related match,100471,social sciences
1,L380,Political sociology,Close match,100629,political sociology
3,L390,Sociology not elsewhere classified,Related match,100505,sociology
1,L391,Sociology of science & technology,Close match,100631,sociology of science and technology
2,L400,Social policy,Related match,101307,applied social science
2,L400,Social policy,Related match,100473,health studies
2,L400,Social policy,Related match,101040,risk management
2,L400,Social policy,Close match,100502,social policy
3,L410,UK social policy,Related match,100502,social policy
1,L420,International social policy,Close match,100645,international social policy
1,L430,Public policy,Close match,100647,public policy
1,L431,Health policy,Close match,100648,health policy
1,L432,Welfare policy,Close match,100649,welfare policy
1,L433,Education policy,Close match,100651,education policy
1,L434,Transport policy,Close match,101406,transport policy
2,L435,Security policy,Related match,101040,risk management
2,L435,Security policy,Close match,100652,security policy
3,L436,Emergency services policy,Related match,100502,social policy
1,L437,Criminal justice policy,Close match,100483,criminal justice
4,L490,Social policy not elsewhere classified,Related match,101326,gerontology
4,L490,Social policy not elsewhere classified,Related match,100502,social policy
2,L500,Social work,Related match,101307,applied social science
2,L500,Social work,Related match,100456,childhood studies
2,L500,Social work,Related match,100476,health and social care
2,L500,Social work,Related match,100473,health studies
2,L500,Social work,Related match,100501,social care
2,L500,Social work,Close match,100503,social work
2,L510,Health & welfare,Related match,100456,childhood studies
2,L510,Health & welfare,Related match,101329,dementia studies
2,L510,Health & welfare,Related match,101332,drug and alcohol studies
2,L510,Health & welfare,Related match,101326,gerontology
2,L510,Health & welfare,Related match,100476,health and social care
2,L510,Health & welfare,Close match,100653,health and welfare
2,L510,Health & welfare,Related match,100473,health studies
2,L510,Health & welfare,Related match,100501,social care
2,L520,Child care,Close match,100654,child care
2,L520,Child care,Related match,100456,childhood studies
2,L520,Child care,Related match,100457,early childhood studies
2,L530,Youth work,Related match,100455,childhood and youth studies
2,L530,Youth work,Close match,100466,youth and community work
1,L540,Community work,Close match,100655,community work
1,L541,Community justice,Close match,100659,community justice
2,L550,Careers guidance,Related match,101279,advice and guidance (personal learning)
2,L550,Careers guidance,Close match,100658,careers guidance
2,L550,Careers guidance,Related match,101278,employability skills (personal learning)
1,L560,Probation/after-care,Close match,100662,probation/after-care
4,L590,Social work not elsewhere classified,Related match,100455,childhood and youth studies
4,L590,Social work not elsewhere classified,Related match,100456,childhood studies
4,L590,Social work not elsewhere classified,Related match,100457,early childhood studies
4,L590,Social work not elsewhere classified,Related match,100503,social work
2,L600,Anthropology,Close match,100436,anthropology
2,L600,Anthropology,Related match,101218,forensic anthropology
2,L610,Social & cultural anthropology,Related match,101233,cultural studies
2,L610,Social & cultural anthropology,Close match,100437,social anthropology
1,L611,Criminological theory,Close match,100484,criminology
1,L620,Physical & biological anthropology,Close match,100663,physical and biological anthropology
3,L690,Anthropology not elsewhere classified,Related match,100436,anthropology
1,L700,Human & social geography,Close match,100478,human geography
4,L710,Human & social geography by area,Related match,100478,human geography
4,L710,Human & social geography by area,Related match,100488,international development
3,L711,Human & social geography of Europe,Related match,100478,human geography
3,L712,Human & social geography of Asia,Related match,100478,human geography
4,L713,Human & social geography of Africa,Related match,101358,development in Africa
4,L713,Human & social geography of Africa,Related match,100478,human geography
3,L714,Human & social geography of Australasia,Related match,100478,human geography
4,L715,Human & social geography of the Americas,Related match,101359,development in the Americas
4,L715,Human & social geography of the Americas,Related match,100478,human geography
3,L716,Human & social geography of the Arctic/Antarctic,Related match,100478,human geography
4,L720,Human & social geography by topic,Related match,100478,human geography
4,L720,Human & social geography by topic,Related match,100488,international development
1,L721,Economic geography,Close match,100665,economic geography
1,L722,Urban geography,Close match,100666,urban geography
1,L723,Political geography,Close match,100668,political geography
2,L724,Transport geography,Close match,100669,transport geography
2,L724,Transport geography,Related match,100198,transport planning
1,L725,Historical geography,Close match,100670,environmental history
1,L726,Cultural geography,Close match,100671,cultural geography
2,L727,Agricultural geography,Close match,101407,agricultural geography
2,L727,Agricultural geography,Related match,100409,geography
2,L728,Human Demography,Close match,101408,human demography
2,L728,Human Demography,Related match,100478,human geography
4,L790,Human & social geography not elsewhere classified,Related match,100478,human geography
4,L790,Human & social geography not elsewhere classified,Related match,100488,international development
3,L800,Development studies,Related match,100488,international development
4,L900,Others in social studies,Related match,101307,applied social science
4,L900,Others in social studies,Related match,100314,humanities
4,L900,Others in social studies,Related match,100471,social sciences
3,L990,Social studies not elsewhere classified,Related match,100471,social sciences
1,M000,Law,Close match,100485,law
3,M100,Law by area,Related match,100485,law
4,M110,UK legal systems,Related match,100676,English law
4,M110,UK legal systems,Related match,100677,Northern Irish law
4,M110,UK legal systems,Related match,100678,Scots law
4,M110,UK legal systems,Related match,100485,law
1,M111,English law,Close match,100676,English law
3,M112,Welsh law,Related match,100485,law
1,M113,Northern Irish law,Close match,100677,Northern Irish law
1,M114,Scottish law,Close match,100678,Scots law
1,M120,European Union law,Close match,100680,European Union law
1,M130,Public international law,Close match,100681,public international law
1,M140,Comparative law,Close match,100683,comparative law
3,M190,Law by area not elsewhere classified,Related match,100485,law
4,M200,Law by topic,Related match,101323,dispute resolution
4,M200,Law by topic,Related match,100485,law
1,M210,Public law,Close match,100684,public law
1,M211,Criminal law,Close match,100685,criminal law
1,M220,Private law,Close match,100686,private law
1,M221,Business & commercial law,Close match,100482,business law
3,M222,Contract law,Related match,100482,business law
1,M223,Property law,Close match,100689,property law
1,M224,Torts,Close match,100690,torts
1,M240,Jurisprudence,Close match,100691,jurisprudence
1,M250,Legal practice,Close match,100692,legal practice
1,M260,Medical law,Close match,100693,medical law
1,M270,Sociology of law,Close match,101465,sociology of law
3,M290,Law by topic not elsewhere classified,Related match,100485,law
4,M900,Others in law,Related match,101323,dispute resolution
4,M900,Others in law,Related match,100485,law
3,M990,Law not elsewhere classified,Related match,100485,law
3,N000,Business & administrative studies,Related match,100079,business studies
2,N100,Business studies,Related match,100360,business computing
2,N100,Business studies,Related match,100449,business economics
2,N100,Business studies,Related match,100362,business information technology
2,N100,Business studies,Close match,100079,business studies
2,N100,Business studies,Related match,101221,enterprise and entrepreneurship
2,N100,Business studies,Related match,100088,leadership
2,N100,Business studies,Related match,100743,systems thinking
1,N110,European business studies,Close match,100808,European business studies
1,N120,International business studies,Close match,100080,international business
4,N190,Business studies not elsewhere classified,Related match,100449,business economics
4,N190,Business studies not elsewhere classified,Related match,100079,business studies
4,N190,Business studies not elsewhere classified,Related match,101221,enterprise and entrepreneurship
2,N200,Management studies,Related match,100361,business information systems
2,N200,Management studies,Related match,101221,enterprise and entrepreneurship
2,N200,Management studies,Related match,101308,facilities management
2,N200,Management studies,Related match,100088,leadership
2,N200,Management studies,Close match,100089,management studies
2,N200,Management studies,Related match,101040,risk management
4,N210,Management techniques,Related match,100088,leadership
4,N210,Management techniques,Related match,100089,management studies
1,N211,Strategic management,Close match,100810,strategic management
2,N212,Creative management,Close match,100811,creative management
2,N212,Creative management,Related match,101221,enterprise and entrepreneurship
1,N213,Project management,Close match,100812,project management
1,N214,Change management,Close match,100813,change management
2,N215,Organisational development,Close match,100814,organisational development
2,N215,Organisational development,Related match,100743,systems thinking
2,N220,Institutional management,Close match,100815,institutional management
2,N220,Institutional management,Related match,100088,leadership
3,N223,Domestic management,Related match,100815,institutional management
2,N224,Management & organisation of education,Related match,100088,leadership
2,N224,Management & organisation of education,Close match,100817,management and organisation of education
3,N225,Criminal justice management,Related match,100486,policing
1,N230,Land & property management,Close match,100218,real estate
1,N231,Land management,Close match,100819,land management
2,N232,Property management,Related match,101308,facilities management
2,N232,Property management,Close match,100820,property management
1,N234,Property valuation & auctioneering,Close match,100825,property valuation and auctioneering
1,N240,Retail management,Close match,100092,retail management
1,N250,Emergency & disaster management,Close match,100823,emergency and disaster management
3,N251,Emergency services management,Related match,100823,emergency and disaster management
3,N252,Disaster management,Related match,100823,emergency and disaster management
4,N290,Management studies not elsewhere classified,Related match,100088,leadership
4,N290,Management studies not elsewhere classified,Related match,100089,management studies
2,N300,Finance,Close match,100107,finance
2,N300,Finance,Related match,100401,financial mathematics
2,N300,Finance,Related match,101040,risk management
1,N310,Banking,Close match,100827,banking
4,N320,Investment & insurance,Related match,100830,insurance
4,N320,Investment & insurance,Related match,100828,investment
1,N321,Investment,Close match,100828,investment
1,N322,Insurance,Close match,100830,insurance
1,N323,Actuarial science,Close match,100106,actuarial science
1,N330,Taxation,Close match,100831,taxation
1,N340,Financial management,Close match,100832,financial management
2,N341,Financial risk,Close match,100835,financial risk
2,N341,Financial risk,Related match,101040,risk management
3,N390,Finance not elsewhere classified,Related match,100107,finance
2,N400,Accounting,Close match,100105,accounting
2,N400,Accounting,Related match,100449,business economics
1,N410,Accountancy,Close match,100104,accountancy
1,N411,Cost & management accountancy,Close match,100836,management accountancy
1,N412,Public accountancy,Close match,100837,public accountancy
1,N413,Book keeping,Close match,100838,book-keeping
3,N420,Accounting theory,Related match,100105,accounting
1,N421,Auditing of accounts,Close match,100840,audit management
1,N422,Financial reporting,Close match,100845,financial reporting
3,N490,Accounting not elsewhere classified,Related match,100105,accounting
2,N500,Marketing,Related match,100449,business economics
2,N500,Marketing,Close match,100075,marketing
1,N510,Market research,Close match,100846,market research
1,N520,Sales management,Close match,100851,sales management
3,N530,Distribution,Related match,100093,logistics
1,N550,International marketing,Close match,100853,international marketing
1,N560,Promotion & advertising,Close match,100855,promotion and advertising
1,N561,Advertising,Close match,100074,advertising
1,N562,Corporate image,Close match,100856,corporate image
3,N563,Sponsorship,Related match,100075,marketing
3,N590,Marketing not elsewhere classified,Related match,100075,marketing
1,N600,Human resource management,Close match,100085,human resource management
3,N611,Industrial relations,Related match,100085,human resource management
1,N612,Staff development,Close match,100861,staff development
3,N613,Training methods,Related match,100861,staff development
3,N614,Recruitment methods,Related match,100085,human resource management
2,N620,Health & safety issues,Close match,100866,health and safety management
2,N620,Health & safety issues,Related match,101049,health risk
3,N690,Human resources management not elsewhere classified,Related match,100085,human resource management
3,N700,Office skills,Related match,100868,office administration
1,N710,Office administration,Close match,100868,office administration
3,N720,Secretarial & typing skills,Related match,100868,office administration
3,N721,Audio typing,Related match,100868,office administration
1,N722,Shorthand & shorthand transcription,Close match,101409,shorthand and shorthand transcription
3,N790,Office skills not elsewhere classified,Related match,100868,office administration
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100891,hospitality
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100087,international hospitality management
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100893,recreation and leisure studies
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100097,sports management
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100875,tourism
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100198,transport planning
4,N800,"Hospitality, leisure, sport, tourism & transport",Related match,100101,travel and tourism
2,N810,Travel management,Related match,100101,travel and tourism
2,N810,Travel management,Close match,100102,travel management
1,N820,Event management,Close match,100083,event management
1,N830,Tourism,Close match,100875,tourism
3,N831,Tourism studies,Related match,100875,tourism
2,N832,Tourism management,Related match,100087,international hospitality management
2,N832,Tourism management,Close match,100100,tourism management
3,N850,Transport studies,Related match,100198,transport planning
4,N851,Land travel,Related match,100198,transport planning
4,N851,Land travel,Related match,100102,travel management
4,N852,Sea travel,Related match,100198,transport planning
4,N852,Sea travel,Related match,100102,travel management
4,N853,Air travel,Related match,100198,transport planning
4,N853,Air travel,Related match,100102,travel management
2,N860,Hospitality,Close match,100891,hospitality
2,N860,Hospitality,Related match,100087,international hospitality management
3,N861,Hospitality studies,Related match,100891,hospitality
2,N862,Hospitality management,Close match,100084,hospitality management
2,N862,Hospitality management,Related match,100087,international hospitality management
1,N870,Recreation & leisure studies,Close match,100893,recreation and leisure studies
1,N871,Spa management,Close match,100894,spa management
1,N872,Salon management,Close match,100896,salon management
1,N880,Sport management,Close match,100097,sports management
4,N890,"Hospitality, leisure, sport, tourism & transport not elsewhere classified",Related match,100891,hospitality
4,N890,"Hospitality, leisure, sport, tourism & transport not elsewhere classified",Related match,100893,recreation and leisure studies
4,N890,"Hospitality, leisure, sport, tourism & transport not elsewhere classified",Related match,100097,sports management
4,N890,"Hospitality, leisure, sport, tourism & transport not elsewhere classified",Related match,100875,tourism
4,N890,"Hospitality, leisure, sport, tourism & transport not elsewhere classified",Related match,100198,transport planning
4,N900,Others in business & administrative studies,Related match,100078,business and management
4,N900,Others in business & administrative studies,Related match,101278,employability skills (personal learning)
4,N900,Others in business & administrative studies,Related match,100088,leadership
3,N990,Business & administrative studies not elsewhere classified,Related match,100078,business and management
3,P000,Mass communications & documentation,Related match,100444,media and communication studies
1,P100,Information services,Close match,100916,information services
1,P110,Information management,Close match,100370,information management
1,P120,Librarianship,Close match,100913,librarianship
3,P121,Library studies,Related match,100913,librarianship
1,P130,Curatorial studies,Close match,100914,curatorial studies
1,P131,Museum studies,Close match,100918,museum studies
1,P132,Archive studies,Close match,100915,archives and records management
3,P190,Information services not elsewhere classified,Related match,100916,information services
1,P200,Publicity studies,Close match,100919,publicity studies
1,P210,Public relations,Close match,100076,public relations
3,P290,Publicity studies not elsewhere classified,Related match,100919,publicity studies
2,P300,Media studies,Related match,100439,broadcast journalism
2,P300,Media studies,Related match,101233,cultural studies
2,P300,Media studies,Close match,100444,media and communication studies
1,P301,Television studies,Close match,100920,television studies
1,P302,Radio studies,Close match,100921,radio studies
1,P303,Film studies,Close match,100058,film studies
1,P304,Electronic media studies,Close match,100440,digital media
1,P305,Paper-based media studies,Close match,100922,paper-based media studies
1,P310,Media production,Close match,100443,media production
1,P311,Television production,Close match,100923,television production
1,P312,Radio production,Close match,100924,radio production
1,P313,Film production,Close match,100441,film production
4,P390,Media studies not elsewhere classified,Related match,101233,cultural studies
4,P390,Media studies not elsewhere classified,Related match,100444,media and communication studies
1,P400,Publishing,Close match,100925,publishing
1,P410,Electronic publishing,Close match,100926,electronic publishing
3,P411,Publishing on audio/video tape,Related match,100926,electronic publishing
3,P412,Publishing on CD-ROM,Related match,100926,electronic publishing
2,P413,Publishing via the World Wide Web,Related match,100926,electronic publishing
2,P413,Publishing via the World Wide Web,Close match,100927,online publishing
4,P420,Multimedia publishing,Related match,100926,electronic publishing
4,P420,Multimedia publishing,Related match,100445,multimedia journalism
3,P430,Interactive publishing,Related match,100926,electronic publishing
3,P490,Publishing not elsewhere classified,Related match,100925,publishing
2,P500,Journalism,Related match,100439,broadcast journalism
2,P500,Journalism,Close match,100442,journalism
2,P500,Journalism,Related match,100445,multimedia journalism
3,P510,Factual reporting,Related match,100442,journalism
3,P590,Journalism not elsewhere classified,Related match,100442,journalism
3,P900,Others in mass communications & documentation,Related match,100444,media and communication studies
3,P990,Mass communications & documentation not elsewhere classified,Related match,100444,media and communication studies
4,Q000,"Linguistics, classics & related subjects",Related match,100300,classical studies
4,Q000,"Linguistics, classics & related subjects",Related match,100328,linguistics
2,Q100,Linguistics,Related match,100314,humanities
2,Q100,Linguistics,Close match,100328,linguistics
1,Q110,Applied linguistics,Close match,100970,applied linguistics
1,Q120,Historical linguistics,Close match,101410,historical linguistics
1,Q130,Phonetics & phonology,Close match,100971,phonetics and phonology
1,Q131,Phonetics,Close match,100972,phonetics
1,Q132,Phonology,Close match,100973,phonology
1,Q140,Sociolinguistics,Close match,101016,sociolinguistics
1,Q150,Psycholinguistics,Close match,101035,psycholinguistics
1,Q160,British Sign Language,Close match,100317,British Sign Language studies
3,Q190,Linguistics not elsewhere classified,Related match,100328,linguistics
2,Q200,Comparative literary studies,Close match,101037,comparative literary studies
2,Q200,Comparative literary studies,Related match,101233,cultural studies
2,Q200,Comparative literary studies,Related match,100314,humanities
3,Q210,Literature in translation,Related match,100319,English literature
4,Q220,Literature in its original language,Related match,101188,African literature
4,Q220,Literature in its original language,Related match,101432,Arabic literature
4,Q220,Literature in its original language,Related match,101166,Chinese literature
4,Q220,Literature in its original language,Related match,101132,French literature
4,Q220,Literature in its original language,Related match,101497,Gaelic literature
4,Q220,Literature in its original language,Related match,101134,German literature
4,Q220,Literature in its original language,Related match,101430,Indian literature studies
4,Q220,Literature in its original language,Related match,101413,Irish language literature
4,Q220,Literature in its original language,Related match,101137,Italian literature
4,Q220,Literature in its original language,Related match,101170,Japanese literature
4,Q220,Literature in its original language,Related match,101125,Latin literature
4,Q220,Literature in its original language,Related match,101433,Persian literature studies
4,Q220,Literature in its original language,Related match,101157,Russian literature
4,Q220,Literature in its original language,Related match,101425,Scandinavian literature
4,Q220,Literature in its original language,Related match,101139,Spanish literature
4,Q220,Literature in its original language,Related match,101434,Turkish literature
4,Q220,Literature in its original language,Related match,101163,Welsh literature
4,Q220,Literature in its original language,Related match,101423,classical Greek literature
3,Q290,Comparative literary studies not elsewhere classified,Related match,101037,comparative literary studies
2,Q300,English studies,Close match,100320,English studies
2,Q300,English studies,Related match,101233,cultural studies
2,Q300,English studies,Related match,100314,humanities
2,Q300,English studies,Related match,100065,liberal arts
1,Q310,English language,Close match,100318,English language
1,Q320,English literature,Close match,100319,English literature
4,Q321,English literature by period,Related match,101094,English literature 1200 - 1700
4,Q321,English literature by period,Related match,101095,English literature 1700 - 1900
4,Q322,English literature by author,Related match,101492,Bob Dylan studies
4,Q322,English literature by author,Related match,101473,Brontës studies
4,Q322,English literature by author,Related match,101483,Byron studies
4,Q322,English literature by author,Related match,101477,Charles Dickens studies
4,Q322,English literature by author,Related match,101472,Chaucer studies
4,Q322,English literature by author,Related match,101487,Christopher Marlowe studies
4,Q322,English literature by author,Related match,101476,D.H. Lawrence studies
4,Q322,English literature by author,Related match,101493,Dylan Thomas studies
4,Q322,English literature by author,Related match,101486,J. M. Coetzee studies
4,Q322,English literature by author,Related match,101479,James Joyce studies
4,Q322,English literature by author,Related match,101478,Jane Austen studies
4,Q322,English literature by author,Related match,101468,John Donne studies
4,Q322,English literature by author,Related match,101495,Joseph Conrad studies
4,Q322,English literature by author,Related match,101480,Margaret Atwood studies
4,Q322,English literature by author,Related match,101485,Milton studies
4,Q322,English literature by author,Related match,101471,Oscar Wilde studies
4,Q322,English literature by author,Related match,101475,Philip Larkin studies
4,Q322,English literature by author,Related match,101490,Robert Burns studies
4,Q322,English literature by author,Related match,101489,Robert Louis Stevenson studies
4,Q322,English literature by author,Related match,101467,Ruskin studies
4,Q322,English literature by author,Related match,101496,Salman Rushdie studies
4,Q322,English literature by author,Related match,101481,Samuel Beckett studies
4,Q322,English literature by author,Related match,101107,Shakespeare studies
4,Q322,English literature by author,Related match,101484,Shelley studies
4,Q322,English literature by author,Related match,101469,T.S. Eliot studies
4,Q322,English literature by author,Related match,101470,Thomas Hardy studies
4,Q322,English literature by author,Related match,101474,Thomas Pynchon studies
4,Q322,English literature by author,Related match,101491,Virginia Woolf studies
4,Q322,English literature by author,Related match,101494,W. B. Yeats studies
4,Q322,English literature by author,Related match,101488,Walter Scott studies
4,Q322,English literature by author,Related match,101482,Wilkie Collins studies
3,Q323,English literature by topic,Related match,101108,colonial and post-colonial literature
1,Q330,English as a second language,Close match,101109,English as a second language
3,Q340,English literature written as a second language,Related match,100319,English literature
2,Q350,Scots language,Related match,101118,Celtic studies
2,Q350,Scots language,Close match,101412,Scots language
2,Q360,Scots literature,Related match,101490,Robert Burns studies
2,Q360,Scots literature,Related match,101489,Robert Louis Stevenson studies
2,Q360,Scots literature,Close match,101111,Scottish literature
1,Q370,Irish language,Close match,101121,Irish language
2,Q380,Irish literature,Related match,100319,English literature
2,Q380,Irish literature,Close match,101413,Irish language literature
3,Q390,English studies not elsewhere classified,Related match,100320,English studies
1,Q400,Ancient language studies,Close match,101112,ancient Middle Eastern languages
1,Q410,Ancient Egyptian,Close match,101113,ancient Egyptian studies
2,Q411,Coptic,Close match,101414,Coptic language
2,Q411,Coptic,Related match,101112,ancient Middle Eastern languages
2,Q420,Classical Arabic,Related match,101112,ancient Middle Eastern languages
2,Q420,Classical Arabic,Close match,101114,classical Arabic
2,Q430,Akkadian,Close match,101415,Akkadian language
2,Q430,Akkadian,Related match,101112,ancient Middle Eastern languages
2,Q440,Sumerian,Close match,101416,Sumerian language
2,Q440,Sumerian,Related match,101112,ancient Middle Eastern languages
1,Q450,Sanskrit,Close match,101115,Sanskrit studies
3,Q460,Prakrit,Related match,101172,South Asian studies
2,Q470,Aramaic,Close match,101417,Aramaic language
2,Q470,Aramaic,Related match,101112,ancient Middle Eastern languages
2,Q480,Hebrew,Close match,101117,ancient Hebrew language
2,Q480,Hebrew,Related match,101269,modern Hebrew language
